Record,Group,Matrix,Nanomaterial,Dose,Units,Organism,Endpoint,Response,Direction,Link
4521,2293,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF LDH value ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4522,2293,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF LDH value ,0.401432,More,http://dx.doi.org/10.3109/08958378.2011.614968
4523,2293,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF LDH value ,1.405487,More,http://dx.doi.org/10.3109/08958378.2011.614968
4524,2293,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF LDH value ,7.763322,More,http://dx.doi.org/10.3109/08958378.2011.614968
4525,2294,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF LDH value ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4526,2294,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF LDH value ,0.035114,More,http://dx.doi.org/10.3109/08958378.2011.614968
4527,2294,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF LDH value ,0.993052,More,http://dx.doi.org/10.3109/08958378.2011.614968
4528,2294,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF LDH value ,4.514366,More,http://dx.doi.org/10.3109/08958378.2011.614968
4529,2295,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF LDH value ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4530,2295,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF LDH value ,0.152358,More,http://dx.doi.org/10.3109/08958378.2011.614968
4531,2295,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF LDH value ,1.050869,More,http://dx.doi.org/10.3109/08958378.2011.614968
4532,2295,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF LDH value ,5.296497,More,http://dx.doi.org/10.3109/08958378.2011.614968
4533,2296,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF protein content ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4534,2296,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF protein content ,3.018767,More,http://dx.doi.org/10.3109/08958378.2011.614968
4535,2296,Dispersive,Carbon Nanotubes,2,mg/kg,Rat,BALF protein content ,4.919238,More,http://dx.doi.org/10.3109/08958378.2011.614968
4536,2296,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF protein content ,1.122194,More,http://dx.doi.org/10.3109/08958378.2011.614968
4537,2297,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF protein content ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4538,2297,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF protein content ,1.040333,More,http://dx.doi.org/10.3109/08958378.2011.614968
4539,2297,Dispersive,Carbon Nanotubes,2,mg/kg,Rat,BALF protein content ,3.1987,More,http://dx.doi.org/10.3109/08958378.2011.614968
4540,2297,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF protein content ,0.485067,More,http://dx.doi.org/10.3109/08958378.2011.614968
4541,2298,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF protein content ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4542,2298,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF protein content ,0.899394,More,http://dx.doi.org/10.3109/08958378.2011.614968
4543,2298,Dispersive,Carbon Nanotubes,2,mg/kg,Rat,BALF protein content ,3.390247,More,http://dx.doi.org/10.3109/08958378.2011.614968
4544,2298,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF protein content ,0.229295,More,http://dx.doi.org/10.3109/08958378.2011.614968
4545,2299,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF protein content ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4546,2299,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF protein content ,0.601767,More,http://dx.doi.org/10.3109/08958378.2011.614968
4547,2299,Dispersive,Carbon Nanotubes,2,mg/kg,Rat,BALF protein content ,3.633523,More,http://dx.doi.org/10.3109/08958378.2011.614968
4548,2299,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF protein content ,0.514227,More,http://dx.doi.org/10.3109/08958378.2011.614968
4549,2300,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF protein content ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4550,2300,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF protein content ,0.27203,More,http://dx.doi.org/10.3109/08958378.2011.614968
4551,2300,Dispersive,Carbon Nanotubes,2,mg/kg,Rat,BALF protein content ,5.11745,More,http://dx.doi.org/10.3109/08958378.2011.614968
4552,2300,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF protein content ,1.726269,More,http://dx.doi.org/10.3109/08958378.2011.614968
4553,2301,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF protein content ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4554,2301,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF protein content ,0.28812,More,http://dx.doi.org/10.3109/08958378.2011.614968
4555,2301,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF protein content ,0.694925,More,http://dx.doi.org/10.3109/08958378.2011.614968
4556,2301,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF protein content ,1.977011,More,http://dx.doi.org/10.3109/08958378.2011.614968
4557,2302,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF protein content ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4558,2302,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF protein content ,0.045346,More,http://dx.doi.org/10.3109/08958378.2011.614968
4559,2302,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF protein content ,1.27746,More,http://dx.doi.org/10.3109/08958378.2011.614968
4560,2302,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF protein content ,3.67425,More,http://dx.doi.org/10.3109/08958378.2011.614968
4561,2303,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF protein content ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4562,2303,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF protein content ,0.107256,More,http://dx.doi.org/10.3109/08958378.2011.614968
4563,2303,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF protein content ,0.371707,More,http://dx.doi.org/10.3109/08958378.2011.614968
4564,2303,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF protein content ,2.724312,More,http://dx.doi.org/10.3109/08958378.2011.614968
4565,2304,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF protein content ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4566,2304,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF protein content ,0.037273,More,http://dx.doi.org/10.3109/08958378.2011.614968
4567,2304,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF protein content ,0.543937,More,http://dx.doi.org/10.3109/08958378.2011.614968
4568,2304,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF protein content ,1.807556,More,http://dx.doi.org/10.3109/08958378.2011.614968
4569,2305,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF protein content ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4570,2305,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF protein content ,0.214222,More,http://dx.doi.org/10.3109/08958378.2011.614968
4571,2305,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF protein content ,0.562892,More,http://dx.doi.org/10.3109/08958378.2011.614968
4572,2305,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF protein content ,2.040781,More,http://dx.doi.org/10.3109/08958378.2011.614968
4573,2306,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF IL-1_ activity ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4574,2306,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF IL-1_ activity ,9.780442,More,http://dx.doi.org/10.3109/08958378.2011.614968
4575,2306,Dispersive,Carbon Nanotubes,2,mg/kg,Rat,BALF IL-1_ activity ,18.703595,More,http://dx.doi.org/10.3109/08958378.2011.614968
4576,2306,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF IL-1_ activity ,2.902738,More,http://dx.doi.org/10.3109/08958378.2011.614968
4577,2307,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF IL-1_ activity ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4578,2307,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF IL-1_ activity ,14.006788,More,http://dx.doi.org/10.3109/08958378.2011.614968
4579,2307,Dispersive,Carbon Nanotubes,2,mg/kg,Rat,BALF IL-1_ activity ,40.655502,More,http://dx.doi.org/10.3109/08958378.2011.614968
4580,2307,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF IL-1_ activity ,0.064398,More,http://dx.doi.org/10.3109/08958378.2011.614968
4581,2308,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF IL-1_ activity ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4582,2308,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF IL-1_ activity ,10.763674,More,http://dx.doi.org/10.3109/08958378.2011.614968
4583,2308,Dispersive,Carbon Nanotubes,2,mg/kg,Rat,BALF IL-1_ activity ,24.51146,More,http://dx.doi.org/10.3109/08958378.2011.614968
4584,2308,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF IL-1_ activity ,0.041705,More,http://dx.doi.org/10.3109/08958378.2011.614968
4585,2309,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF IL-1_ activity ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4586,2309,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF IL-1_ activity ,4.577352,More,http://dx.doi.org/10.3109/08958378.2011.614968
4587,2309,Dispersive,Carbon Nanotubes,2,mg/kg,Rat,BALF IL-1_ activity ,21.674392,More,http://dx.doi.org/10.3109/08958378.2011.614968
4588,2309,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF IL-1_ activity ,1.160208,More,http://dx.doi.org/10.3109/08958378.2011.614968
4589,2310,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF IL-1_ activity ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4590,2310,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF IL-1_ activity ,0.56249,More,http://dx.doi.org/10.3109/08958378.2011.614968
4591,2310,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF IL-1_ activity ,6.574212,More,http://dx.doi.org/10.3109/08958378.2011.614968
4592,2310,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF IL-1_ activity ,19.058692,More,http://dx.doi.org/10.3109/08958378.2011.614968
4593,2311,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF IL-1_ activity ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4594,2311,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF IL-1_ activity ,4.8015,More,http://dx.doi.org/10.3109/08958378.2011.614968
4595,2311,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF IL-1_ activity ,19.6365,More,http://dx.doi.org/10.3109/08958378.2011.614968
4596,2311,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF IL-1_ activity ,25.9254,More,http://dx.doi.org/10.3109/08958378.2011.614968
4597,2312,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF IL-1_ activity ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4598,2312,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF IL-1_ activity ,8.054537,More,http://dx.doi.org/10.3109/08958378.2011.614968
4599,2312,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF IL-1_ activity ,14.473275,More,http://dx.doi.org/10.3109/08958378.2011.614968
4600,2312,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF IL-1_ activity ,55.625078,More,http://dx.doi.org/10.3109/08958378.2011.614968
4601,2313,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF IL-1_ activity ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4602,2313,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF IL-1_ activity ,0.248239,More,http://dx.doi.org/10.3109/08958378.2011.614968
4603,2313,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF IL-1_ activity ,1.997552,More,http://dx.doi.org/10.3109/08958378.2011.614968
4604,2313,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF IL-1_ activity ,8.632163,More,http://dx.doi.org/10.3109/08958378.2011.614968
4605,2314,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF IL-1_ activity ,0,More,http://dx.doi.org/10.3109/08958378.2011.614968
4606,2314,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF IL-1_ activity ,0.365799,More,http://dx.doi.org/10.3109/08958378.2011.614968
4607,2314,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF IL-1_ activity ,1.287557,More,http://dx.doi.org/10.3109/08958378.2011.614968
4608,2314,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF IL-1_ activity ,12.122679,More,http://dx.doi.org/10.3109/08958378.2011.614968
4609,2315,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,Lung weight,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4610,2315,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,Lung weight,0.029463,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4611,2315,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,Lung weight,0.129983,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4612,2315,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,Lung weight,0.140381,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4613,2315,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,Lung weight,0.019064,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4614,2316,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,Lung weight,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4615,2316,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,Lung weight,0.070826,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4616,2316,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,Lung weight,0.065767,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4617,2316,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,Lung weight,0.198988,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4618,2316,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,Lung weight,0.128162,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4619,2317,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,Lung weight,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4620,2317,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,Lung weight,0.026856,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4621,2317,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,Lung weight,0.06793,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4622,2317,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,Lung weight,0.101106,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4623,2317,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,Lung weight,0.113744,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4624,2318,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,Lung weight,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4625,2318,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,Lung weight,0.143401,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4626,2318,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,Lung weight,0.044416,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4627,2318,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,Lung weight,0.038071,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4628,2318,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,Lung weight,0.247462,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4629,2319,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,Lung weight,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4630,2319,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,Lung weight,0.016888,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4631,2319,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,Lung weight,0.018094,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4632,2319,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,Lung weight,0.129071,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4633,2319,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,Lung weight,0.404101,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4634,2320,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF total cell,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4635,2320,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF total cell,0.734458,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4636,2320,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF total cell,0.355584,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4637,2320,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF total cell,0.913669,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4638,2320,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF total cell,0.677437,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4639,2321,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF total cell,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4640,2321,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF total cell,0.082449,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4641,2321,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF total cell,0.054718,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4642,2321,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF total cell,0.325912,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4643,2321,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF total cell,0.961045,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4644,2322,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF total cell,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4645,2322,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF total cell,0.299781,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4646,2322,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF total cell,0.076968,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4647,2322,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF total cell,0.003279,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4648,2322,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF total cell,1.537171,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4649,2323,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF total cell,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4650,2323,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF total cell,0.185603,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4651,2323,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF total cell,0.130811,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4652,2323,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF total cell,0.029154,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4653,2323,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF total cell,2.864199,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4654,2324,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF total cell,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4655,2324,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF total cell,0.257876,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4656,2324,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF total cell,0.036803,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4657,2324,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF total cell,0.122276,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4658,2324,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF total cell,1.906406,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4659,2325,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF neutrophil,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4660,2325,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF neutrophil,0.959772,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4661,2325,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF neutrophil,2.972334,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4662,2325,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF neutrophil,6.437524,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4663,2325,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF neutrophil,3.539797,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4664,2326,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF neutrophil,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4665,2326,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF neutrophil,0.221677,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4666,2326,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF neutrophil,0.186941,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4667,2326,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF neutrophil,0.078674,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4668,2326,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF neutrophil,3.68586,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4669,2327,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF neutrophil,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4670,2327,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF neutrophil,0.04117,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4671,2327,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF neutrophil,0.463453,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4672,2327,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF neutrophil,0.819921,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4673,2327,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF neutrophil,14.976725,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4674,2328,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF neutrophil,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4675,2328,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF neutrophil,0.466782,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4676,2328,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF neutrophil,0.628221,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4677,2328,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF neutrophil,0.277976,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4678,2328,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF neutrophil,32.371246,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4679,2329,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF neutrophil,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4680,2329,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF neutrophil,1.148243,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4681,2329,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF neutrophil,0.382601,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4682,2329,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF neutrophil,0.629197,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4683,2329,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF neutrophil,19.632905,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4684,2330,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF monocyte,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4685,2330,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF monocyte,0.581151,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4686,2330,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF monocyte,0.12364,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4687,2330,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF monocyte,0.325003,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4688,2330,Dispersive,Carbon Nanotubes,5,mg/kg,Rat,BALF monocyte,0.386934,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4689,2331,Dispersive,Carbon Nanotubes,0,mg/kg,Rat,BALF monocyte,0,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4690,2331,Dispersive,Carbon Nanotubes,0.04,mg/kg,Rat,BALF monocyte,0.110989,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4691,2331,Dispersive,Carbon Nanotubes,0.2,mg/kg,Rat,BALF monocyte,0.07434,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
4692,2331,Dispersive,Carbon Nanotubes,1,mg/kg,Rat,BALF monocyte,0.261447,More,http://dx.doi.org/10.1016/j.tox.2010.07.021
